Date	Year	DayOfYear	DayOfRun	TotalSolarRadiation	AveWindSpeed	AveWindDirection	MaxWindGust	AveAirTemp	MaxAirTemp	MinAirTemp	AveRelHumidity	MaxRelHumidity	MinRelHumidity	TotalPrecipitation
01/01/2020	2020	1	1	1.933	1.7	318	6.21	7.4	13.2	3	91	98	75	0
01/02/2020	2020	2	2	2.75	1.96	258	5.06	8.4	18.2	1.3	82	100	41	0
01/03/2020	2020	3	3	2.428	2.23	55	5.03	6.8	14.2	2.4	91	99	68	0
01/04/2020	2020	4	4	2.361	2.82	221	7.55	8.3	14.3	2.2	91	100	67	0.25
01/05/2020	2020	5	5	2.978	3.12	230	6.89	8.4	16.5	2.4	79	100	38	0.25
01/06/2020	2020	6	6	2.971	1.77	68	4.67	6.1	13.4	-0.1	80	98	48	0
01/07/2020	2020	7	7	1.983	2.76	90	12.02	4.5	9.8	-0.8	94	100	78	0
01/08/2020	2020	8	8	1.378	2.49	233	7.45	7.2	12.6	3.4	93	100	73	0
01/09/2020	2020	9	9	0.933	3.74	175	9.18	7.7	10.8	2.6	90	98	76	6.1
01/10/2020	2020	10	10	2.957	2.57	160	8.3	6.2	12	0	82	99	58	0.25
01/11/2020	2020	11	11	2.416	3.33	203	10.71	9.1	14.8	3	78	96	44	0
01/12/2020	2020	12	12	1.861	4.05	199	8.85	7	11.9	1.5	82	98	60	0
01/13/2020	2020	13	13	2.595	5.07	193	11.2	8.9	13.2	3.5	80	94	58	0
01/14/2020	2020	14	14	3.101	5.42	210	11.6	8.4	13.1	3.4	77	95	50	1.27
01/15/2020	2020	15	15	2.164	2.33	154	6.66	4.9	10.5	-0.5	85	100	57	0
01/16/2020	2020	16	16	0.733	5.14	145	14.37	6.6	9.5	2	83	97	64	16.26
01/17/2020	2020	17	17	1.408	2.15	63	5.95	4	7.9	0.3	97	100	86	0.25
01/18/2020	2020	18	18	2.949	2.96	35	9.02	5.6	11.2	0.1	84	100	60	0
01/19/2020	2020	19	19	1.033	2.61	80	5.68	4.7	7.1	1.5	95	100	78	0
01/20/2020	2020	20	20	0.963	1.67	150	5.95	6.1	9.7	3.3	94	100	78	0
01/21/2020	2020	21	21	1.198	2.95	143	6.86	9.5	14.1	2.6	91	100	69	1.27
01/22/2020	2020	22	22	3.045	1.77	348	4.87	10.6	15.3	5.6	86	100	50	0
01/23/2020	2020	23	23	1.529	1.33	54	5.13	8.5	13.2	3.1	93	100	78	0
01/24/2020	2020	24	24	2.947	2.72	261	8.49	11.3	17.7	4.2	88	100	64	0
01/25/2020	2020	25	25	2.501	1.94	129	5.26	11.5	14.6	6.2	92	100	78	0
01/26/2020	2020	26	26	3.368	5.34	203	12.12	13	17.9	8.8	83	99	53	3.81
01/27/2020	2020	27	27	3.277	5.99	208	10.19	11.8	17	8.9	79	92	62	0
01/28/2020	2020	28	28	1.926	4.01	192	9.08	11.1	16.3	7.4	87	96	64	0
01/29/2020	2020	29	29	3.305	3.14	238	10.45	10.6	19	4.4	80	99	42	0
01/30/2020	2020	30	30	2.615	3.19	165	6.57	10.1	18	6	86	98	55	0
01/31/2020	2020	31	31	3.21	1.41	26	4.7	9.8	17.9	4.4	90	100	61	0
02/01/2020	2020	32	32	2.916	1.29	135	3.95	8.6	18.1	1.6	93	100	62	0.25
02/02/2020	2020	33	33	3.439	5.02	243	14.99	9.5	15.3	1.3	65	100	22	0.25
02/03/2020	2020	34	34	4.024	6.98	304	16.3	5.9	11.7	-0.8	49	88	22	0
02/04/2020	2020	35	35	3.851	6.91	316	14.63	7	12.6	1.5	44	79	27	0
02/05/2020	2020	36	36	3.701	1.5	344	5.55	7.3	16.1	0.1	64	97	38	0
02/06/2020	2020	37	37	3.919	1.26	26	4.93	7.1	16.8	0.3	76	97	45	0
02/07/2020	2020	38	38	3.969	1.61	28	4.31	8.1	18.2	0	79	98	47	0
02/08/2020	2020	39	39	3.873	4.49	274	20.29	9.3	16.6	2	76	100	30	0
02/09/2020	2020	40	40	4.209	13.05	330	22.83	11.5	15.7	7.9	35	42	28	0
02/10/2020	2020	41	41	4.268	8.99	330	18.1	15.3	21.8	9.3	28	48	21	0
02/11/2020	2020	42	42	4.271	5.31	1	15.22	13.6	22.9	2.6	44	92	20	0
02/12/2020	2020	43	43	4.247	2.56	357	7.84	8.5	19.2	-0.7	72	96	33	0
02/13/2020	2020	44	44	4.2	4.6	213	9.21	8.5	14.4	2.4	83	100	62	0
02/14/2020	2020	45	45	3.926	3.56	267	8.59	9	17.3	3.5	82	99	51	0
02/15/2020	2020	46	46	3.828	2.64	225	7.35	9.8	18.5	1.4	80	100	49	0
02/16/2020	2020	47	47	4.16	5.25	212	13.07	12.1	19.1	8.5	70	96	41	0
02/17/2020	2020	48	48	4.509	7.02	309	16.37	14.2	21.2	7.9	39	96	14	0
02/18/2020	2020	49	49	4.533	3.84	349	13.1	11.2	18.4	2.9	42	87	22	0
02/19/2020	2020	50	50	4.46	2.43	284	7.19	8.6	18.4	0.3	64	92	28	0
02/20/2020	2020	51	51	4.072	2.83	342	7.19	9.7	18.8	1.8	64	92	33	0
02/21/2020	2020	52	52	4.49	2.92	294	9.6	11.6	22.7	1.7	59	94	20	0
02/22/2020	2020	53	53	4.452	5.73	220	14.21	11.3	19.4	3.4	72	93	41	0
02/23/2020	2020	54	54	4.397	3.87	214	11.89	11.1	18.1	6.5	77	96	49	0
02/24/2020	2020	55	55	4.83	3.62	269	11.27	12.5	23.7	2.5	62	100	12	0
02/25/2020	2020	56	56	4.883	4.32	4	13.88	15.6	23.5	6.3	41	80	21	0
02/26/2020	2020	57	57	4.805	1.6	357	4.31	12.2	23.2	3.4	68	95	37	0
02/27/2020	2020	58	58	4.882	2.02	344	7.32	12.3	23.6	1.9	70	99	29	0
02/28/2020	2020	59	59	4.131	3.03	310	9.64	13	22.3	3.7	70	94	44	0
02/29/2020	2020	60	60	4.779	8.84	217	13.56	11.6	17.2	7.1	66	90	40	0
03/01/2020	2020	61	61	3.346	7.48	328	13.07	11.2	15.6	6.2	41	79	24	0
03/02/2020	2020	62	62	5.209	10.17	329	20.45	15.2	22	9.1	26	39	13	0
03/03/2020	2020	63	63	5.179	3.54	58	10.91	13.7	23	4.7	56	88	35	0
03/04/2020	2020	64	64	5.186	1.85	31	8.4	12.8	24.3	2.4	67	94	32	0
03/05/2020	2020	65	65	4.864	7.16	218	11.53	12.8	18.7	8.5	77	93	55	0
03/06/2020	2020	66	66	3.987	7.19	227	12.81	11.5	15.3	9	75	86	60	0
03/07/2020	2020	67	67	2.9	4.13	195	8.62	9.7	13.7	6	79	91	59	0.51
03/08/2020	2020	68	68	2.452	1.8	233	5.26	8.6	13.4	2.9	79	97	59	0
03/09/2020	2020	69	69	5.095	2.2	313	7.91	11.1	18.7	4.1	66	94	39	0
03/10/2020	2020	70	70	5.183	4.45	349	14.14	13.7	23.4	3.1	57	89	25	0
03/11/2020	2020	71	71	5.429	2.54	205	6.43	13.8	22.7	5.7	69	96	36	0
03/12/2020	2020	72	72	5.636	5.15	228	11.01	15.2	25.3	5.4	65	97	24	0
03/13/2020	2020	73	73	5.528	9.07	227	19.93	12.3	17.4	8.6	74	92	56	0
03/14/2020	2020	74	74	2.094	5.14	200	11.69	9.4	11.3	7.5	83	93	69	8.13
03/15/2020	2020	75	75	2.712	4.74	188	12.02	9	11.9	6.7	79	96	53	7.11
03/16/2020	2020	76	76	2.023	2.56	40	7.78	6.3	8.5	4.2	86	96	73	4.83
03/17/2020	2020	77	77	4.155	2.5	163	6.3	7.9	13.2	3.7	79	96	47	0
03/18/2020	2020	78	78	2.251	1.85	359	5.03	9.2	11.9	6.7	81	95	59	1.52
03/19/2020	2020	79	79	5.806	1.76	17	5.75	9	16.3	0.9	75	99	42	0
03/20/2020	2020	80	80	5.764	2.11	5	6.34	9.1	17.1	1	77	99	43	0
03/21/2020	2020	81	81	5.201	2.09	166	9.08	10	17.9	3.3	76	97	47	0
03/22/2020	2020	82	82	5.712	2.72	319	6.53	11.3	20.1	2.2	75	98	37	0
03/23/2020	2020	83	83	3.823	7.09	213	15.84	10.5	14.3	3.7	76	94	53	0
03/24/2020	2020	84	84	3.205	4.27	192	12.67	8.7	14.2	3.6	83	94	52	1.78
03/25/2020	2020	85	85	5.01	4.25	228	11.63	6.8	14.2	0.8	76	98	34	4.32
03/26/2020	2020	86	86	6.149	3.19	253	9.6	7.2	15.5	-0.3	71	96	30	0
03/27/2020	2020	87	87	6.141	7.07	212	14.14	9.7	15.6	4.5	68	88	45	0
03/28/2020	2020	88	88	2.603	2.85	197	8.13	10.3	14.2	6.8	84	96	59	1.27
03/29/2020	2020	89	89	4.111	2.67	158	6.63	11.4	16.9	6.7	80	97	54	0
03/30/2020	2020	90	90	4.875	4.67	208	9.51	12.4	17.7	8.8	75	92	54	0
03/31/2020	2020	91	91	5.747	7.3	215	12.05	13.9	20.5	9.9	78	93	55	0
04/01/2020	2020	92	92	6.414	3.88	236	9.05	10.7	17.6	3.5	65	90	32	0
04/02/2020	2020	93	93	6.913	6.46	283	13.65	12.5	20.2	1.8	41	84	14	0
04/03/2020	2020	94	94	6.622	4.98	229	9.47	11.3	18.9	3.9	60	86	28	0
04/04/2020	2020	95	95	1.986	6.22	189	13.43	10.7	14.9	7.2	82	95	66	3.3
04/05/2020	2020	96	96	1.667	4.51	174	14.73	10.2	12.4	5.3	84	96	68	9.4
04/06/2020	2020	97	97	3.458	3.34	358	8.13	7.2	13.2	2.6	86	98	58	0
04/07/2020	2020	98	98	6.55	2.35	239	6.63	10.5	18.7	1.9	76	98	41	0
04/08/2020	2020	99	99	3.908	5.35	215	11.63	12.2	17.5	7.8	79	94	58	0
04/09/2020	2020	100	100	4.092	3.44	116	8.89	12.4	16.9	7.2	81	97	56	0
04/10/2020	2020	101	101	6.146	4.39	230	12.64	13.6	20.4	3.8	75	98	51	0
04/11/2020	2020	102	102	6.674	8.16	216	13.33	12.6	17.1	9.2	80	93	65	0
04/12/2020	2020	103	103	5.941	5.48	223	12.67	14.4	21.5	10	78	89	56	0
04/13/2020	2020	104	104	6.913	5.54	264	12.84	15	24.6	8.7	62	91	12	0
04/14/2020	2020	105	105	7.404	5.42	304	11.4	17.6	26.6	8.2	29	59	9	0
04/15/2020	2020	106	106	6.928	3.31	214	9.64	16.9	27.8	5.6	55	93	19	0
04/16/2020	2020	107	107	5.987	6.4	227	14.21	15.2	24	10.8	73	94	35	0
04/17/2020	2020	108	108	5.771	9.21	222	16.17	13.2	18.3	9.8	72	88	53	0
04/18/2020	2020	109	109	6.442	5.81	222	12.94	13.4	18.6	9	64	85	46	0
04/19/2020	2020	110	110	7.138	6.05	218	11.96	13.6	18.9	8.2	65	90	46	0
04/20/2020	2020	111	111	4.135	7.63	217	12.71	13.6	18.8	9.9	65	88	47	0
04/21/2020	2020	112	112	7.24	6.4	216	12.87	15.5	24.2	8.4	66	94	40	0
04/22/2020	2020	113	113	7.075	5.63	212	13.23	18.2	27.6	9.8	65	91	32	0
04/23/2020	2020	114	114	7.226	4.44	218	11.01	19.8	28.9	12.3	63	94	30	0
04/24/2020	2020	115	115	7.428	4.18	214	10.68	21.6	32.1	12.1	49	81	22	0
04/25/2020	2020	116	116	6.729	4.17	215	11.11	21.8	30.9	12.7	54	88	27	0
04/26/2020	2020	117	117	7.46	7.04	210	12.9	19.3	27.5	12.7	54	87	31	0
04/27/2020	2020	118	118	7.103	5.43	218	10.36	20	29	12.2	49	80	23	0
04/28/2020	2020	119	119	7.396	4.5	217	11.01	21.7	31.1	14.3	60	91	32	0
04/29/2020	2020	120	120	5.863	9.62	215	15.75	17.5	25.1	13	68	86	40	0
04/30/2020	2020	121	121	7.046	8.56	216	16.27	18.1	27.4	12.5	50	86	19	0
05/01/2020	2020	122	122	7.617	7.45	216	15.55	17.7	26.7	10.2	43	87	19	0
05/02/2020	2020	123	123	6.308	7.59	220	13.3	16.6	22.2	11.1	71	94	46	0
05/03/2020	2020	124	124	7.898	4.9	220	11.99	15.6	24	5.6	56	96	29	0
05/04/2020	2020	125	125	7.713	4.18	242	11.01	17.6	28.6	6.5	46	90	18	0
05/05/2020	2020	126	126	7.854	7.91	214	15.42	18	27.5	10.4	50	77	25	0
05/06/2020	2020	127	127	8.023	5.83	284	13.46	18.4	29.2	6.5	46	86	6	0
05/07/2020	2020	128	128	8.002	4.61	248	12.64	21.7	33.8	8.9	39	83	10	0
05/08/2020	2020	129	129	7.638	3.14	260	7.64	22.9	35.4	8.9	44	92	11	0
05/09/2020	2020	130	130	7.976	7.55	219	13.62	18.9	30	11.6	59	87	25	0
05/10/2020	2020	131	131	7.691	10.89	221	17.54	15.6	23.1	11.1	69	90	41	0
05/11/2020	2020	132	132	5.861	5.49	220	15.19	15.4	24	10.9	69	94	18	0.25
05/12/2020	2020	133	133	5.787	6.02	204	14.24	14.9	20.7	10.2	72	94	43	0.76
05/13/2020	2020	134	134	3.759	4.67	215	11.63	14.1	20.6	5.9	75	96	47	0
05/14/2020	2020	135	135	4.521	4.66	208	10.16	15.2	20.7	10.3	76	92	53	0
05/15/2020	2020	136	136	7.424	4.92	219	12.67	17.8	25.7	10.8	60	95	36	0
05/16/2020	2020	137	137	7.056	7.9	214	15.55	18.7	25.1	13.8	53	85	33	0
05/17/2020	2020	138	138	6.264	6.13	202	15.61	17.7	24.4	13.5	68	95	35	0.51
05/18/2020	2020	139	139	6.548	5.18	218	12.84	15.3	20.8	10.7	69	95	37	3.05
05/19/2020	2020	140	140	6.248	4.87	221	12.05	15.8	22.5	9.5	64	93	37	0
05/20/2020	2020	141	141	7.896	4.23	214	9.8	17.2	24.6	9.8	62	92	34	0
05/21/2020	2020	142	142	7.984	5.35	219	12.38	19.6	28.2	12	57	92	27	0
05/22/2020	2020	143	143	8.239	5.47	252	11.79	18	25.8	11.1	48	80	15	0
05/23/2020	2020	144	144	8.345	5.82	262	12.38	20.6	30	9.9	37	85	13	0
05/24/2020	2020	145	145	8.196	5.43	244	11.92	22.8	33.4	10.9	42	87	15	0
05/25/2020	2020	146	146	8.016	3.98	241	10.55	26.1	36.9	13.2	41	81	18	0
05/26/2020	2020	147	147	8.028	3.87	234	10	28	38.8	16.2	43	75	20	0
05/27/2020	2020	148	148	8.221	4.8	222	10.62	27.9	38.4	19	40	66	14	0
05/28/2020	2020	149	149	8.218	7.44	219	15.09	23.5	36	13.9	51	83	12	0
05/29/2020	2020	150	150	7.079	12.53	222	21.4	17.8	25.9	12.4	68	91	42	0
05/30/2020	2020	151	151	4.34	4.78	198	11.96	18.5	24.4	14.3	66	88	40	3.05
05/31/2020	2020	152	152	6.845	6.17	218	11.24	18.6	24.6	13.3	65	88	43	0
06/01/2020	2020	153	153	7.675	5.24	218	9.73	21.1	30.2	14.1	54	82	23	0
06/02/2020	2020	154	154	8.19	4.27	230	9.21	25.5	35.8	14.2	47	88	21	0
06/03/2020	2020	155	155	8.186	4.23	232	9.87	27.4	38.5	15.2	42	82	12	0
06/04/2020	2020	156	156	8.352	5.31	234	13.69	25.5	38.4	13.7	46	84	11	0
06/05/2020	2020	157	157	8.028	12.25	218	19.99	17.1	22.3	12.8	59	80	39	0
06/06/2020	2020	158	158	8.017	9.88	217	19.21	16.7	23.7	10.6	54	78	30	0
06/07/2020	2020	159	159	7.665	4.5	248	14.14	16.6	23.5	8.2	42	71	20	0
06/08/2020	2020	160	160	8.571	6.73	299	14.63	20.1	28.6	13.8	32	61	14	0
06/09/2020	2020	161	161	8.439	4.33	224	10.22	22.9	33.1	9.9	41	78	13	0
06/10/2020	2020	162	162	8.149	4.65	220	10.75	24.8	35.8	15.3	46	77	13	0
06/11/2020	2020	163	163	7.811	7.11	210	13.52	22.9	33.7	15.4	53	85	16	0
06/12/2020	2020	164	164	6.321	9.97	221	18.16	17.8	23.5	13.1	60	80	38	0
06/13/2020	2020	165	165	7.687	7.5	217	14.28	17.5	23.8	11.8	56	85	32	0
06/14/2020	2020	166	166	8.041	5.6	216	11.99	20.4	29	13.2	57	83	31	0
06/15/2020	2020	167	167	6.221	8.73	213	16.27	20.5	28	14.7	54	76	34	0
06/16/2020	2020	168	168	8.46	5.64	207	11.5	19.3	26.4	12.2	51	77	27	0
06/17/2020	2020	169	169	8.708	7.71	304	17.25	23.2	31.1	13.2	30	81	13	0
06/18/2020	2020	170	170	8.543	4.51	281	9.51	24.9	34.9	13	31	63	11	0
06/19/2020	2020	171	171	8.304	8.41	217	14.86	22.7	32.9	14.9	47	84	21	0
06/20/2020	2020	172	172	8.125	9.74	216	15.97	19.6	28.8	12.8	63	90	36	0
06/21/2020	2020	173	173	8.182	6.83	221	12.02	23.2	33.4	15.5	56	85	30	0
06/22/2020	2020	174	174	8.292	7.57	221	14.93	23.1	34.5	13.6	57	89	27	0
06/23/2020	2020	175	175	8.089	9.47	216	16.89	22.2	33.4	15.1	58	82	28	0
06/24/2020	2020	176	176	8.041	8.1	221	14.9	22.8	34.1	14.1	58	88	30	0
06/25/2020	2020	177	177	8.194	9.29	222	17.22	22.7	33	14.1	56	85	32	0
06/26/2020	2020	178	178	8.215	10.23	217	18.1	22.6	33.4	14.7	58	83	32	0
06/27/2020	2020	179	179	8.362	11.74	217	18.98	19	27.3	13.7	66	88	41	0
06/28/2020	2020	180	180	8.286	10	214	15.58	18.5	25.3	13.1	56	80	34	0
06/29/2020	2020	181	181	8.614	6.86	265	15.32	22.1	31.4	12.8	40	77	14	0
06/30/2020	2020	182	182	8.462	5.25	219	11.04	23.5	33.4	14.7	44	74	17	0
07/01/2020	2020	183	183	8.445	7.59	226	16.2	20.8	32.2	13	57	84	24	0
07/02/2020	2020	184	184	8.523	9.63	221	16.14	18.4	27.9	12.3	63	87	28	0
07/03/2020	2020	185	185	8.45	8.26	218	14.18	19.4	29.2	11.9	58	86	30	0
07/04/2020	2020	186	186	8.442	5.22	232	11.3	24.1	35.2	13.5	44	81	17	0
07/05/2020	2020	187	187	8.588	6.92	211	13.03	24.7	34.7	16.4	38	59	16	0
07/06/2020	2020	188	188	8.606	9.86	212	17.02	21.3	30	15.1	45	69	23	0
07/07/2020	2020	189	189	8.472	5.8	230	14.54	21.7	31.9	12.2	48	81	23	0
07/08/2020	2020	190	190	8.417	5.77	226	11.76	23.7	34.3	15.1	47	80	19	0
07/09/2020	2020	191	191	8.452	5.62	220	11.37	24.1	36	13.5	47	80	16	0
07/10/2020	2020	192	192	8.408	5.88	218	11.37	25.6	36.4	16.4	41	67	13	0
07/11/2020	2020	193	193	8.667	4.9	215	10.62	26.5	39.3	14.1	38	75	5	0
07/12/2020	2020	194	194	8.809	5.82	220	12.45	26.4	39.1	14.1	38	71	7	0
07/13/2020	2020	195	195	8.337	9.14	216	15.22	21.5	30.4	13.5	55	81	32	0
07/14/2020	2020	196	196	8.286	9.68	222	15.88	19.7	29.8	13	61	84	33	0
07/15/2020	2020	197	197	8.079	9.87	216	18.85	20.6	31.9	13.3	61	87	30	0
07/16/2020	2020	198	198	8.024	10.96	217	18.72	19.7	28.6	13.7	63	86	37	0
07/17/2020	2020	199	199	8.192	9.51	218	15.26	19.9	28.9	13	62	89	31	0
07/18/2020	2020	200	200	8.186	7.66	214	14.57	22.9	34.6	14.2	54	82	19	0
07/19/2020	2020	201	201	8.132	10.75	214	17.22	20.4	28.4	14.6	60	84	34	0
07/20/2020	2020	202	202	7.976	11.73	218	18.59	18.6	26.8	13	66	90	41	0
07/21/2020	2020	203	203	7.361	10.22	218	16.43	18.9	28.4	13.3	68	89	36	0
07/22/2020	2020	204	204	8.42	10.54	221	16.43	18.7	26.9	13.7	67	88	38	0
07/23/2020	2020	205	205	8.05	9.21	219	14.37	19.7	30	13	65	93	31	0
07/24/2020	2020	206	206	8.022	9.3	218	14.99	20	29.1	13.7	60	82	33	0
07/25/2020	2020	207	207	8.004	7.6	224	13.92	21.3	33.1	12.9	57	89	17	0
07/26/2020	2020	208	208	7.953	8.83	218	14.83	22	33.1	13.8	54	85	23	0
07/27/2020	2020	209	209	7.924	9.65	215	15.32	21.5	31.7	14.2	53	78	24	0
07/28/2020	2020	210	210	8.047	8.55	212	13.95	21.2	33.1	13.3	58	85	27	0
07/29/2020	2020	211	211	8.302	8.43	211	14.05	21.5	33.8	13.1	58	89	22	0
07/30/2020	2020	212	212	8.103	9.3	212	16.14	20.5	32.5	13.2	60	88	23	0
07/31/2020	2020	213	213	8.391	9.45	214	14.83	20.8	31.7	12.5	59	90	28	0
08/01/2020	2020	214	214	8.021	7.03	217	13.03	22.6	33.1	14.3	52	84	24	0
08/02/2020	2020	215	215	7.986	7.71	214	13.65	22.6	33.5	14.3	52	83	24	0
08/03/2020	2020	216	216	7.913	7.35	213	14.14	24.4	35	17.4	48	75	21	0
08/04/2020	2020	217	217	7.881	8.61	215	15.22	21.2	31.3	14.6	63	86	33	0
08/05/2020	2020	218	218	7.516	10.36	206	16.5	18	24	14.6	71	86	49	0
08/06/2020	2020	219	219	7.606	6.47	220	13.2	20.6	30.3	14	63	89	34	0
08/07/2020	2020	220	220	7.622	6.04	217	12.18	22.1	33.5	14	57	86	27	0
08/08/2020	2020	221	221	7.532	7.26	220	12.12	23.1	33	15.2	55	83	29	0
08/09/2020	2020	222	222	7.571	6.74	224	14.31	25.2	36.1	16.1	46	75	22	0
08/10/2020	2020	223	223	7.405	9.53	218	16.56	22.8	33.3	16.3	52	80	28	0
08/11/2020	2020	224	224	7.601	11.61	218	19.83	19.9	27.8	15.2	66	86	40	0
08/12/2020	2020	225	225	7.673	6.52	214	15.03	22.5	35.6	13.2	57	93	17	0
08/13/2020	2020	226	226	7.344	4.18	214	9.51	27.2	38.8	16.2	37	72	14	0
08/14/2020	2020	227	227	7.054	3.38	278	9.6	30.7	40.7	22.2	31	48	15	0
