Date	Year	DayOfYear	DayOfRun	TotalSolarRadiation	AveWindSpeed	AveWindDirection	MaxWindGust	AveAirTemp	MaxAirTemp	MinAirTemp	AveRelHumidity	MaxRelHumidity	MinRelHumidity	TotalPrecipitation
08/15/2020	2020	228	228	7.384	5.15	214	9.64	31.8	41.9	21.7	32	57	10	0
08/16/2020	2020	229	229	5.483	5.24	249	22.54	31.2	40.2	24.1	40	75	17	0.76
08/17/2020	2020	230	230	4.403	4.84	232	15.22	29.7	38.4	22.5	45	63	25	0
08/18/2020	2020	231	231	6.442	5.2	206	11.83	30.2	40.8	21.2	42	72	18	0
08/19/2020	2020	232	232	3.835	5.78	211	11.07	28.9	38.8	21.3	28	44	12	0
08/20/2020	2020	233	233	5.066	7.26	212	13.2	22.8	32.7	16.3	50	73	23	0
08/21/2020	2020	234	234	6.155	5.33	222	12.58	24.1	35.4	16.4	57	84	31	0
08/22/2020	2020	235	235	6.534	4.44	230	9.67	25.7	37.5	17	52	81	19	0
08/23/2020	2020	236	236	6.055	7.2	221	16.14	25	32.8	17.5	49	74	22	0
08/24/2020	2020	237	237	5.065	6.68	216	11.89	25.4	33	19.7	48	67	19	0
08/25/2020	2020	238	238	6.115	9.38	215	13.46	22.4	31.9	16.5	59	78	32	0
08/26/2020	2020	239	239	6.551	9.19	218	15.61	19.7	29.1	13.5	63	85	35	0
08/27/2020	2020	240	240	7.066	7.29	224	14.86	19.7	30.7	12.3	63	92	29	0
08/28/2020	2020	241	241	6.246	7.01	213	13.92	21.2	32.1	13.8	61	88	30	0
08/29/2020	2020	242	242	6.268	8.6	220	14.21	20.4	29.9	14.1	61	86	30	0
08/30/2020	2020	243	243	6.006	6.33	223	13.16	20.8	31.8	13.2	59	87	30	0
08/31/2020	2020	244	244	6.155	6.54	221	12.48	20.8	31.2	12.7	60	87	29	0
09/01/2020	2020	245	245	6.136	10.38	218	16.92	19.1	26.9	14.3	65	84	40	0
09/02/2020	2020	246	246	6.17	9.76	217	18.1	19.2	27.5	14.6	67	87	40	0
09/03/2020	2020	247	247	6.449	8.75	215	14.44	19.8	28.9	13.4	67	92	38	0
09/04/2020	2020	248	248	6.149	6.62	213	11.86	22.8	35	13.6	52	86	22	0
09/05/2020	2020	249	249	6.26	2.53	283	7.29	26.6	38	16.2	45	73	20	0
09/06/2020	2020	250	250	5.904	2.47	274	6.76	30.1	41.9	19.1	37	62	20	0
09/07/2020	2020	251	251	5.611	3.99	225	11.53	30.6	43.6	20.1	30	57	12	0
09/08/2020	2020	252	252	4.195	8.49	288	20.32	27.2	34.7	19.7	26	58	7	0
09/09/2020	2020	253	253	1.783	5.48	219	11.11	18.2	21.3	15.4	69	86	50	0
09/10/2020	2020	254	254	3.156	3.69	218	7.32	17.2	23.4	12.5	75	93	46	0
09/11/2020	2020	255	255	4.771	3.03	217	7.45	20.2	30.2	13.6	63	92	32	0
09/12/2020	2020	256	256	4.856	2.36	218	5.1	20.9	32.3	11.7	58	92	20	0
09/13/2020	2020	257	257	5.005	5.28	219	13.39	19.8	29.1	13	62	85	33	0
09/14/2020	2020	258	258	5.571	6.19	213	12.25	19.3	30.4	12.5	62	87	21	0
09/15/2020	2020	259	259	5.519	5.57	218	10.52	20.8	31.7	13.9	64	93	17	0
09/16/2020	2020	260	260	5.991	5.81	210	11.3	22	32.5	15.3	68	94	22	0
09/17/2020	2020	261	261	5.895	5.75	213	11.56	21.7	32	15.8	68	96	24	0
09/18/2020	2020	262	262	5.609	7.58	219	13.72	20.2	27.2	15.9	69	89	39	0
09/19/2020	2020	263	263	5.758	3.87	248	9.9	20.9	30.2	14.2	64	92	27	0
09/20/2020	2020	264	264	5.135	4.07	220	8.85	22.9	32.5	12.6	53	89	23	0
09/21/2020	2020	265	265	5.697	4.45	206	11.3	21.8	32.2	12.8	55	86	17	0
09/22/2020	2020	266	266	5.95	8.26	211	14.73	21.1	30	14.7	55	85	22	0
09/23/2020	2020	267	267	5.768	6.78	216	13.62	21.7	31.3	14.7	53	80	26	0
09/24/2020	2020	268	268	5.657	8.13	213	15.78	21.9	30.9	16.6	61	91	35	0
09/25/2020	2020	269	269	5.593	5.98	212	12.18	20.7	29.4	14.4	57	83	32	0
09/26/2020	2020	270	270	4.804	3.99	235	8.4	23.4	32.5	16	52	82	25	0
09/27/2020	2020	271	271	5.332	7.33	348	20.19	27.2	35	19.5	28	67	14	0
09/28/2020	2020	272	272	5.027	6.36	319	14.73	27.9	36	19.1	20	51	10	0
09/29/2020	2020	273	273	4.889	3.43	257	8.49	23.2	35.3	13.5	50	83	13	0
09/30/2020	2020	274	274	4.903	4.09	228	7.38	24.6	38.4	15	50	91	11	0
10/01/2020	2020	275	275	3.904	2.59	235	7.12	24.1	34.9	16.1	41	67	20	0
10/02/2020	2020	276	276	3.833	1.92	305	6.99	22.7	34.1	14.2	48	73	23	0
10/03/2020	2020	277	277	4.342	2.54	215	7.71	23.3	36.7	13.7	49	88	14	0
10/04/2020	2020	278	278	5.379	3.62	226	10.52	22.3	34.9	12.1	48	82	11	0
10/05/2020	2020	279	279	5.132	2.94	267	8.04	21.6	34.4	11.2	50	92	13	0
10/06/2020	2020	280	280	4.52	3.45	221	9.38	21.3	34.2	11.5	53	90	15	0
10/07/2020	2020	281	281	4.795	6.8	217	13.26	18.1	27.4	11.6	61	83	26	0
10/08/2020	2020	282	282	3.287	9.79	220	14.34	16.1	22.1	13.3	72	84	48	0
10/09/2020	2020	283	283	4.611	5.5	214	14.5	17.1	24.4	12.9	70	88	40	0
10/10/2020	2020	284	284	3.736	7.23	218	12.74	18.1	23.2	14.7	77	90	57	0
10/11/2020	2020	285	285	4.945	5.2	277	13.65	18.4	28.2	11	52	92	12	0
10/12/2020	2020	286	286	4.906	3.08	256	9.31	19.6	30.6	10.6	50	86	19	0
10/13/2020	2020	287	287	4.753	2.24	273	5.42	20.1	32.5	8.3	52	88	21	0
10/14/2020	2020	288	288	4.825	4.83	301	14.05	24.2	34.5	13.1	38	83	10	0
10/15/2020	2020	289	289	4.708	7.41	350	15.88	26.8	33.4	19.9	17	32	11	0
10/16/2020	2020	290	290	4.648	4.47	357	11.5	23.1	34.5	12	28	53	10	0
10/17/2020	2020	291	291	4.341	2.55	301	9.83	21.9	33.9	9.4	36	63	15	0
10/18/2020	2020	292	292	4.579	2.38	288	7.61	20.8	32.6	9.4	43	65	20	0
10/19/2020	2020	293	293	4.542	2.96	245	7.22	20.6	31.6	11.5	52	84	19	0
10/20/2020	2020	294	294	4.536	3.79	241	10.29	20.8	32.1	10.9	50	91	16	0
10/21/2020	2020	295	295	4.497	2.41	248	9.51	20.8	32.2	9.3	48	82	18	0
10/22/2020	2020	296	296	4.418	6.02	322	16.59	19.2	26.6	10.6	31	84	10	0
10/23/2020	2020	297	297	4.406	5.73	219	11.92	15.9	23.9	9	64	92	25	0
10/24/2020	2020	298	298	4.252	8.3	217	13.92	15	19.7	11.5	73	91	54	0
10/25/2020	2020	299	299	3.742	9.21	298	21.56	15.4	20.8	10.4	47	88	10	0
10/26/2020	2020	300	300	4.303	10.68	326	19.18	16.8	22.9	11.3	10	16	5	0
10/27/2020	2020	301	301	4.159	2.91	66	7.06	13.5	22.9	5	31	58	10	0
10/28/2020	2020	302	302	4.138	1.27	36	3.95	12	23.7	1.6	44	68	21	0
10/29/2020	2020	303	303	3.987	1.32	13	4.38	12.5	25.2	2.1	47	74	20	0
10/30/2020	2020	304	304	3.693	1.64	261	4.44	12.9	26.1	2.7	53	79	19	0
10/31/2020	2020	305	305	3.915	1.4	15	4.54	13.5	25.8	3	52	82	22	0
11/01/2020	2020	306	306	3.775	1.31	0	4.93	13.3	26	3.1	52	77	25	0
11/02/2020	2020	307	307	3.821	1.92	346	7.61	14.8	27.5	3.5	49	74	22	0
11/03/2020	2020	308	308	3.842	3.98	205	9.28	15.3	26.3	7.7	58	91	22	0
11/04/2020	2020	309	309	3.662	2.71	261	6.43	15.4	25.6	7.7	62	92	25	0
11/05/2020	2020	310	310	3.719	2.38	135	10.85	16.5	27.4	5.2	61	92	28	0
11/06/2020	2020	311	311	3.136	7.48	229	15.32	13.3	17.8	7.9	57	85	29	0
11/07/2020	2020	312	312	3.398	3.62	249	9.9	10.6	16.6	5	66	91	35	2.03
11/08/2020	2020	313	313	3.295	5.54	291	14.11	9.8	14.9	5.3	40	78	17	0
11/09/2020	2020	314	314	3.396	4.94	322	12.48	8.7	14.2	0.1	32	58	20	0
11/10/2020	2020	315	315	3.745	2.39	200	7.19	8.1	17.5	-3.2	53	84	23	0
11/11/2020	2020	316	316	2.584	3.14	321	8.95	8.2	13.6	0.6	70	89	55	0
11/12/2020	2020	317	317	3.237	1.88	188	6.17	6.8	17.3	-3.1	63	91	29	0
11/13/2020	2020	318	318	1.103	5.36	187	12.51	11.3	16.1	7.9	77	96	42	8.13
11/14/2020	2020	319	319	3.388	2.81	327	8.1	10.2	16.7	4.6	79	95	46	0
11/15/2020	2020	320	320	3.399	2.04	158	5.75	10.5	21.1	1.6	73	96	39	0.25
11/16/2020	2020	321	321	3.37	3.1	17	7.32	10.7	19	4.2	71	93	39	0
11/17/2020	2020	322	322	1.137	3.43	177	15.26	11.9	19.7	5.6	85	95	45	2.54
11/18/2020	2020	323	323	2.361	4.77	186	12.71	13.6	18.5	7.5	85	96	59	3.3
11/19/2020	2020	324	324	3.179	3.78	283	10.09	10.3	17.1	4.3	73	98	37	0.25
11/20/2020	2020	325	325	3.267	2.58	301	12.02	8	18.1	1.5	65	93	26	0
11/21/2020	2020	326	326	3.055	2.51	323	9.44	7.2	17	-2.4	63	90	29	0
11/22/2020	2020	327	327	3.009	2.95	235	8.33	8.4	17.9	-1.1	71	95	29	0
11/23/2020	2020	328	328	3.134	3.01	245	6.79	10.1	18.2	3.7	72	93	36	0
11/24/2020	2020	329	329	3.182	2.56	190	9.11	10.6	19.7	2.4	72	96	32	0
11/25/2020	2020	330	330	2.919	4.5	253	10.39	9.7	17	2.9	68	92	25	0
11/26/2020	2020	331	331	3.23	10.1	327	17.08	12.9	17	5.9	32	68	21	0
11/27/2020	2020	332	332	3.14	2.25	42	9.87	6.9	15.2	-0.9	57	86	32	0
11/28/2020	2020	333	333	3.09	2.19	349	5.65	6.4	17.1	-2.5	61	86	28	0
11/29/2020	2020	334	334	3.026	0.88	352	4.34	5.8	17.2	-3.6	67	92	33	0
11/30/2020	2020	335	335	3.019	1.66	248	4.96	7.1	19	-2.3	65	92	31	0
12/01/2020	2020	336	336	3.001	1.7	268	5.65	7.6	18.4	-0.3	67	93	29	0
12/02/2020	2020	337	337	2.832	1.84	35	5.62	7	18.8	-0.8	67	89	29	0
12/03/2020	2020	338	338	2.574	2.02	333	5.85	7.3	17.5	-0.4	67	93	32	0
12/04/2020	2020	339	339	2.89	1.44	275	6.01	7.5	19.7	-0.7	63	94	26	0
12/05/2020	2020	340	340	2.246	2.35	343	9.24	6.8	16	-1.6	69	90	39	0
12/06/2020	2020	341	341	2.561	4.58	278	19.63	10.4	18.7	2.2	61	92	26	0
12/07/2020	2020	342	342	2.907	9.74	326	19.18	17	22.3	12.8	28	38	19	0
12/08/2020	2020	343	343	2.938	1.45	49	7.12	8.5	18.2	-0.5	53	77	25	0
12/09/2020	2020	344	344	2.674	3.11	342	9.41	9.4	18.7	1.5	55	78	27	0
12/10/2020	2020	345	345	2.869	4.1	223	9.93	10.2	19.6	0.8	57	89	15	0
12/11/2020	2020	346	346	1.202	3.92	190	9.05	8.3	12.8	5.3	80	95	48	6.6
12/12/2020	2020	347	347	1.349	3.65	19	10.52	8.7	13.1	3.5	87	96	64	0
12/13/2020	2020	348	348	0.478	4.93	138	14.47	8.9	12.9	3.8	93	97	84	17.78
12/14/2020	2020	349	349	2.844	2.29	269	6.73	6.5	14.2	0.4	80	96	41	0
12/15/2020	2020	350	350	1.805	1.36	311	4.25	7	13.1	1.3	81	97	50	0.25
12/16/2020	2020	351	351	2.162	1.81	85	5.65	7.2	12.2	0.6	84	95	65	0
12/17/2020	2020	352	352	2.404	3.36	327	14.11	10.5	14.7	5.6	80	96	48	9.4
12/18/2020	2020	353	353	2.805	2.99	353	11.17	8.3	14.3	0.5	62	94	40	0
12/19/2020	2020	354	354	2.282	1.93	342	5.23	4.9	13.4	-0.6	90	98	61	0
12/20/2020	2020	355	355	2.315	1.5	82	4.74	3.6	12	-1.1	92	100	64	0.25
12/21/2020	2020	356	356	0.811	1.64	90	5.49	3.3	5.7	0.3	100	100	96	0.25
12/22/2020	2020	357	357	2.366	3.98	344	12.05	6.6	15.3	1	76	100	30	0
12/23/2020	2020	358	358	2.685	4.06	56	9.38	4	9.9	-1.8	81	100	37	0
12/24/2020	2020	359	359	1.713	2.16	42	4.9	4.9	9.9	2	93	100	61	0
12/25/2020	2020	360	360	0.732	2.32	116	7.32	7.3	12	1.8	90	100	65	2.29
12/26/2020	2020	361	361	1.955	3.53	229	9.18	10.6	16.4	5.5	79	97	44	0
12/27/2020	2020	362	362	2.331	3	340	8.72	7.7	13.2	3.2	78	96	48	0
12/28/2020	2020	363	363	1.961	3.26	314	12.02	8.4	13.5	2.4	80	97	53	1.27
12/29/2020	2020	364	364	2.94	3.06	286	10.98	7.3	16.8	0.1	58	97	21	0
12/30/2020	2020	365	365	2.626	2.78	166	9.24	6.4	14.2	-2.1	79	97	44	0.25
12/31/2020	2020	366	366	2.749	4.43	293	11.66	9.7	15.8	3.7	71	97	42	0.25
01/01/2021	2021	1	367	1.892	1.93	121	5.46	5	11.3	-1.6	88	100	64	0.25
01/02/2021	2021	2	368	0.685	2.08	357	6.47	8.5	9.8	6.6	95	99	88	0.76
01/03/2021	2021	3	369	1.626	2.53	192	7.02	9.6	14	6	93	100	75	0.25
01/04/2021	2021	4	370	1.094	4.85	180	14.99	10.3	15.6	6.5	89	99	64	5.84
01/05/2021	2021	5	371	2.432	2.73	306	8.17	6.6	14	1.5	89	98	59	0.25
01/06/2021	2021	6	372	1.743	1.42	200	8.04	5.8	13.8	-0.5	89	100	58	0.25
01/07/2021	2021	7	373	2.282	3.01	19	8.1	7.2	13.2	1.3	87	99	59	0
01/08/2021	2021	8	374	2.14	2.85	194	11.24	6.8	15.8	1.5	92	100	65	0.76
01/09/2021	2021	9	375	2.908	2.05	175	5.68	5.9	16.6	-0.5	82	100	34	0.25
01/10/2021	2021	10	376	1.392	2.44	351	6.7	5.3	11.8	-1.2	89	100	66	0
01/11/2021	2021	11	377	2.682	1.92	120	6.11	6.5	14.6	-0.9	85	100	51	0
01/12/2021	2021	12	378	1.108	1.37	151	4.57	8.6	14.6	4.1	86	97	63	0
01/13/2021	2021	13	379	2.677	4.01	264	7.58	13.1	18.9	7.4	81	93	65	0
01/14/2021	2021	14	380	3.035	1.61	98	5.55	9.1	16.3	2.7	88	100	62	0
01/15/2021	2021	15	381	1.946	1.68	354	5.13	8.2	16.9	2.9	92	100	60	0.25
01/16/2021	2021	16	382	2.971	2	246	5.13	12.7	23	5.2	73	98	33	0
01/17/2021	2021	17	383	3.12	2.69	22	9.15	12.2	21.9	2.9	69	100	35	0
01/18/2021	2021	18	384	3.321	11.62	338	22.18	17.6	23.3	9.5	24	81	10	0
01/19/2021	2021	19	385	3.279	10.25	338	19.37	13.7	18.6	10.4	22	30	15	0
01/20/2021	2021	20	386	3.258	2.75	307	9.51	10.6	20	0.9	38	78	15	0
01/21/2021	2021	21	387	2.832	2.17	233	10.09	7.3	17.2	-1.9	61	89	27	0
01/22/2021	2021	22	388	1.932	3.99	200	9.9	8.4	12.3	3.9	82	98	55	0
01/23/2021	2021	23	389	2.907	3.12	303	6.34	7.7	15.3	2.7	80	98	36	0
01/24/2021	2021	24	390	1.059	5.11	206	10.22	6.7	10.4	3.4	86	98	61	2.79
01/25/2021	2021	25	391	3.077	3.94	249	9.64	5.4	12.6	-0.6	63	88	27	0
01/26/2021	2021	26	392	1.851	7.92	165	29.6	4.9	10.2	-1.7	73	91	44	9.65
01/27/2021	2021	27	393	1.225	11.79	121	29.76	7.1	9.2	4.8	89	97	82	20.07
01/28/2021	2021	28	394	1.186	5.72	124	12.51	8.9	11.2	7.3	91	95	81	6.6
01/29/2021	2021	29	395	2.178	2.07	135	7.51	7.8	12.6	5.1	87	98	57	12.19
01/30/2021	2021	30	396	3.385	1.55	69	5.19	9.1	14.4	4.7	80	95	50	0
01/31/2021	2021	31	397	2.991	1.41	36	3.69	11.4	16.7	5.8	76	95	47	0
02/01/2021	2021	32	398	3.382	3.86	230	11.24	11.9	19.3	3.3	75	98	38	0.76
02/02/2021	2021	33	399	2.363	3.9	194	7.87	11.6	16.3	5.9	84	98	52	7.37
02/03/2021	2021	34	400	2.346	4.92	222	10.29	8.4	14.2	2.5	80	95	55	0
02/04/2021	2021	35	401	3.822	5.95	334	14.11	10.5	16.6	5.1	47	75	29	0
02/05/2021	2021	36	402	3.918	1.55	302	7.74	8.8	17.7	1	68	93	41	0
02/06/2021	2021	37	403	3.945	2.12	280	6.57	9	18.2	1.7	73	96	37	0
02/07/2021	2021	38	404	3.905	2.18	36	5.59	8.9	19.4	1.1	76	97	37	0
02/08/2021	2021	39	405	3.122	2.01	351	6.11	9.2	16.7	1.7	81	98	52	0
02/09/2021	2021	40	406	2.416	5	216	9.7	12.2	17.2	9.7	75	91	49	0
02/10/2021	2021	41	407	3.874	5.33	217	9.6	12	18.6	7.3	73	90	48	0
02/11/2021	2021	42	408	1.178	5.46	192	12.22	10.4	12.7	8.4	83	96	63	9.14
02/12/2021	2021	43	409	3.757	5.03	225	11.89	10.9	16.5	5.4	76	92	47	0
02/13/2021	2021	44	410	3.921	5.85	230	12.41	12	17.9	5.5	69	96	29	0
02/14/2021	2021	45	411	1.64	3.04	199	6.7	9.2	12.8	4.5	75	95	49	0
02/15/2021	2021	46	412	2.437	6.01	183	13.2	11.5	16	7.5	85	96	69	0
02/16/2021	2021	47	413	3.122	3.74	215	7.55	8.9	15.1	2.4	76	94	46	0
02/17/2021	2021	48	414	4.408	5.92	292	15.45	9.9	16.3	3.3	50	94	19	0
02/18/2021	2021	49	415	3.649	2.18	9	5.72	9.4	16.4	1	54	76	32	0
02/19/2021	2021	50	416	2.258	3.44	246	12.25	10.2	14.3	8.2	84	98	52	0.76
02/20/2021	2021	51	417	4.508	5	256	12.12	9.3	14.8	3.8	67	89	39	0.25
02/21/2021	2021	52	418	4.506	3.81	339	12.32	11.1	18.8	3.8	52	80	26	0
02/22/2021	2021	53	419	4.68	2.52	40	9.93	11.3	19.9	2.9	63	94	29	0
02/23/2021	2021	54	420	4.799	7.04	316	20.51	15.9	24.9	4.7	36	89	9	0
02/24/2021	2021	55	421	5.017	10.82	327	21.92	15	18.9	10.4	20	31	12	0
02/25/2021	2021	56	422	4.905	5.56	309	15.19	11.6	20.1	4.2	34	91	12	0
02/26/2021	2021	57	423	4.887	3.33	210	8.4	9.9	19.1	1	68	95	33	0
02/27/2021	2021	58	424	4.98	5.33	282	14.96	9.8	17.7	1.8	48	88	17	0
02/28/2021	2021	59	425	5.028	4.44	360	12.71	11.5	18.3	3.4	39	78	23	0
03/01/2021	2021	60	426	4.979	1.55	290	6.4	9.1	20.8	-0.9	60	92	21	0
03/02/2021	2021	61	427	4.463	2.92	0	9.08	10.6	20.7	3.2	55	89	22	0
03/03/2021	2021	62	428	3.064	5.79	223	15.32	10	18.5	1.6	68	92	34	0
03/04/2021	2021	63	429	5.027	4.03	208	12.67	10	18.2	3	71	93	41	0
03/05/2021	2021	64	430	5.133	5.03	209	15.39	11.6	18.6	3.8	71	94	43	0.51
03/06/2021	2021	65	431	5.205	4.47	224	12.15	9.9	16.5	4.9	71	90	39	2.03
03/07/2021	2021	66	432	5.24	4	220	11.53	10	17.9	2.4	65	89	33	0
03/08/2021	2021	67	433	3.943	6.37	218	15.22	9.2	14.3	3.9	64	89	41	0
03/09/2021	2021	68	434	3.437	3.51	173	11.92	8.5	14.4	2.8	76	94	45	2.79
03/10/2021	2021	69	435	3.327	3.25	136	9.11	7.3	12.8	2.4	79	94	46	4.32
03/11/2021	2021	70	436	4.911	3.94	315	8.53	7.8	14.6	2.1	74	97	40	0
03/12/2021	2021	71	437	5.6	3.52	284	9.64	10.7	20.5	0.5	56	88	16	0
03/13/2021	2021	72	438	5.516	9.67	219	16.82	10	16.1	6.3	73	92	49	0
03/14/2021	2021	73	439	3.328	5.07	199	12.81	9.6	14.8	4.6	73	95	51	5.84
03/15/2021	2021	74	440	3.696	5.09	254	11.34	6.3	11.3	1.6	72	88	48	1.27
03/16/2021	2021	75	441	5.429	3.6	204	9.15	7.4	15.3	0.7	71	93	42	0
03/17/2021	2021	76	442	3.127	2.58	212	6.92	7.7	14.1	0.3	77	96	54	0
03/18/2021	2021	77	443	1.901	2.34	200	6.21	10.6	13.2	7.9	86	95	69	7.37
03/19/2021	2021	78	444	3.85	4.37	211	10	11.5	16.9	6.8	77	96	34	0
03/20/2021	2021	79	445	5.973	3.76	229	9.21	9.5	16.4	3.7	69	93	33	0
03/21/2021	2021	80	446	6.001	5.54	257	14.7	11.3	20.2	2.8	59	94	16	0
03/22/2021	2021	81	447	5.194	6.16	223	12.67	11.6	18.8	6.4	66	88	33	0
03/23/2021	2021	82	448	6.183	9.85	324	22.08	13.3	18.9	6.3	36	81	19	0
03/24/2021	2021	83	449	5.521	5.96	285	11.43	13.8	21	8.6	37	79	16	0
03/25/2021	2021	84	450	5.781	5.32	233	10.94	11.9	18.6	5.6	62	88	35	0
03/26/2021	2021	85	451	6.353	7.01	309	15.65	14.3	22.8	6.1	37	75	14	0
03/27/2021	2021	86	452	6.325	3.18	245	7.51	14.5	24.5	4.2	52	89	26	0
03/28/2021	2021	87	453	6.318	3.92	239	10.49	15.1	26	4.4	51	89	16	0
03/29/2021	2021	88	454	6.324	7.29	293	13.65	15.4	22.2	8.5	42	84	13	0
03/30/2021	2021	89	455	6.582	10.46	327	17.61	18.7	25.1	12.7	16	22	11	0
